a,b,K,mode,product_full,product_rounded
71,52,6,1,3692,3712
11,-49,0,0,-539,-539
11,-49,0,1,-539,-539
11,-49,1,0,-539,-540
11,-49,1,1,-539,-538
11,-49,2,0,-539,-540
11,-49,2,1,-539,-540
11,-49,3,0,-539,-544
11,-49,3,1,-539,-536
11,-49,4,0,-539,-544
11,-49,4,1,-539,-544
11,-49,5,0,-539,-544
11,-49,5,1,-539,-544
11,-49,6,0,-539,-576
11,-49,6,1,-539,-512
55,18,0,0,990,990
55,18,0,1,990,990
55,18,1,0,990,990
55,18,1,1,990,990
55,18,2,0,990,988
55,18,2,1,990,992
55,18,3,0,990,984
55,18,3,1,990,992
55,18,4,0,990,976
55,18,4,1,990,992
55,18,5,0,990,960
55,18,5,1,990,992
55,18,6,0,990,960
55,18,6,1,990,960
84,-84,0,0,-7056,-7056
84,-84,0,1,-7056,-7056
84,-84,1,0,-7056,-7056
84,-84,1,1,-7056,-7056
84,-84,2,0,-7056,-7056
84,-84,2,1,-7056,-7056
84,-84,3,0,-7056,-7056
84,-84,3,1,-7056,-7056
84,-84,4,0,-7056,-7056
84,-84,4,1,-7056,-7056
84,-84,5,0,-7056,-7072
84,-84,5,1,-7056,-7040
84,-84,6,0,-7056,-7104
84,-84,6,1,-7056,-7040
-49,-25,0,0,1225,1225
-49,-25,0,1,1225,1225
-49,-25,1,0,1225,1224
-49,-25,1,1,1225,1226
-49,-25,2,0,1225,1224
-49,-25,2,1,1225,1224
-49,-25,3,0,1225,1224
-49,-25,3,1,1225,1224
-49,-25,4,0,1225,1216
-49,-25,4,1,1225,1232
-49,-25,5,0,1225,1216
-49,-25,5,1,1225,1216
-49,-25,6,0,1225,1216
-49,-25,6,1,1225,1216
106,119,0,0,12614,12614
106,119,0,1,12614,12614
106,119,1,0,12614,12614
106,119,1,1,12614,12614
106,119,2,0,12614,12612
106,119,2,1,12614,12616
106,119,3,0,12614,12608
106,119,3,1,12614,12616
106,119,4,0,12614,12608
106,119,4,1,12614,12608
106,119,5,0,12614,12608
106,119,5,1,12614,12608
106,119,6,0,12614,12608
106,119,6,1,12614,12608
-67,35,0,0,-2345,-2345
-67,35,0,1,-2345,-2345
-67,35,1,0,-2345,-2346
-67,35,1,1,-2345,-2344
-67,35,2,0,-2345,-2348
-67,35,2,1,-2345,-2344
-67,35,3,0,-2345,-2352
-67,35,3,1,-2345,-2344
-67,35,4,0,-2345,-2352
-67,35,4,1,-2345,-2352
-67,35,5,0,-2345,-2368
-67,35,5,1,-2345,-2336
-67,35,6,0,-2345,-2368
-67,35,6,1,-2345,-2368
-90,-41,0,0,3690,3690
-90,-41,0,1,3690,3690
-90,-41,1,0,3690,3690
-90,-41,1,1,3690,3690
-90,-41,2,0,3690,3688
-90,-41,2,1,3690,3692
-90,-41,3,0,3690,3688
-90,-41,3,1,3690,3688
-90,-41,4,0,3690,3680
-90,-41,4,1,3690,3696
-90,-41,5,0,3690,3680
-90,-41,5,1,3690,3680
-90,-41,6,0,3690,3648
-90,-41,6,1,3690,3712
-79,89,0,0,-7031,-7031
-79,89,0,1,-7031,-7031
-79,89,1,0,-7031,-7032
-79,89,1,1,-7031,-7030
-79,89,2,0,-7031,-7032
-79,89,2,1,-7031,-7032
-79,89,3,0,-7031,-7032
-79,89,3,1,-7031,-7032
-79,89,4,0,-7031,-7040
-79,89,4,1,-7031,-7024
-79,89,5,0,-7031,-7040
-79,89,5,1,-7031,-7040
-79,89,6,0,-7031,-7040
-79,89,6,1,-7031,-7040
-60,-7,0,0,420,420
-60,-7,0,1,420,420
-60,-7,1,0,420,420
-60,-7,1,1,420,420
-60,-7,2,0,420,420
-60,-7,2,1,420,420
-60,-7,3,0,420,416
-60,-7,3,1,420,424
-60,-7,4,0,420,416
-60,-7,4,1,420,416
-60,-7,5,0,420,416
-60,-7,5,1,420,416
-60,-7,6,0,420,384
-60,-7,6,1,420,448
114,-31,0,0,-3534,-3534
114,-31,0,1,-3534,-3534
114,-31,1,0,-3534,-3534
114,-31,1,1,-3534,-3534
114,-31,2,0,-3534,-3536
114,-31,2,1,-3534,-3532
114,-31,3,0,-3534,-3536
114,-31,3,1,-3534,-3536
114,-31,4,0,-3534,-3536
114,-31,4,1,-3534,-3536
114,-31,5,0,-3534,-3552
114,-31,5,1,-3534,-3520
114,-31,6,0,-3534,-3584
114,-31,6,1,-3534,-3520
-2,125,0,0,-250,-250
-2,125,0,1,-250,-250
-2,125,1,0,-250,-250
-2,125,1,1,-250,-250
-2,125,2,0,-250,-252
-2,125,2,1,-250,-248
-2,125,3,0,-250,-256
-2,125,3,1,-250,-248
-2,125,4,0,-250,-256
-2,125,4,1,-250,-256
-2,125,5,0,-250,-256
-2,125,5,1,-250,-256
-2,125,6,0,-250,-256
-2,125,6,1,-250,-256
-79,46,0,0,-3634,-3634
-79,46,0,1,-3634,-3634
-79,46,1,0,-3634,-3634
-79,46,1,1,-3634,-3634
-79,46,2,0,-3634,-3636
-79,46,2,1,-3634,-3632
-79,46,3,0,-3634,-3640
-79,46,3,1,-3634,-3632
-79,46,4,0,-3634,-3648
-79,46,4,1,-3634,-3632
-79,46,5,0,-3634,-3648
-79,46,5,1,-3634,-3648
-79,46,6,0,-3634,-3648
-79,46,6,1,-3634,-3648
-26,-32,0,0,832,832
-26,-32,0,1,832,832
-26,-32,1,0,832,832
-26,-32,1,1,832,832
-26,-32,2,0,832,832
-26,-32,2,1,832,832
-26,-32,3,0,832,832
-26,-32,3,1,832,832
-26,-32,4,0,832,832
-26,-32,4,1,832,832
-26,-32,5,0,832,832
-26,-32,5,1,832,832
-26,-32,6,0,832,832
-26,-32,6,1,832,832
33,-83,0,0,-2739,-2739
33,-83,0,1,-2739,-2739
33,-83,1,0,-2739,-2740
33,-83,1,1,-2739,-2738
33,-83,2,0,-2739,-2740
33,-83,2,1,-2739,-2740
33,-83,3,0,-2739,-2744
33,-83,3,1,-2739,-2736
33,-83,4,0,-2739,-2752
33,-83,4,1,-2739,-2736
33,-83,5,0,-2739,-2752
33,-83,5,1,-2739,-2752
33,-83,6,0,-2739,-2752
33,-83,6,1,-2739,-2752
61,87,0,0,5307,5307
61,87,0,1,5307,5307
61,87,1,0,5307,5306
61,87,1,1,5307,5308
61,87,2,0,5307,5304
61,87,2,1,5307,5308
61,87,3,0,5307,5304
61,87,3,1,5307,5304
61,87,4,0,5307,5296
61,87,4,1,5307,5312
61,87,5,0,5307,5280
61,87,5,1,5307,5312
61,87,6,0,5307,5248
61,87,6,1,5307,5312
14,-11,0,0,-154,-154
14,-11,0,1,-154,-154
14,-11,1,0,-154,-154
14,-11,1,1,-154,-154
14,-11,2,0,-154,-156
14,-11,2,1,-154,-152
14,-11,3,0,-154,-160
14,-11,3,1,-154,-152
14,-11,4,0,-154,-160
14,-11,4,1,-154,-160
14,-11,5,0,-154,-160
14,-11,5,1,-154,-160
14,-11,6,0,-154,-192
14,-11,6,1,-154,-128
3,-41,0,0,-123,-123
3,-41,0,1,-123,-123
3,-41,1,0,-123,-124
3,-41,1,1,-123,-122
3,-41,2,0,-123,-124
3,-41,2,1,-123,-124
3,-41,3,0,-123,-128
3,-41,3,1,-123,-120
3,-41,4,0,-123,-128
3,-41,4,1,-123,-128
3,-41,5,0,-123,-128
3,-41,5,1,-123,-128
3,-41,6,0,-123,-128
3,-41,6,1,-123,-128
-113,-128,0,0,14464,14464
-113,-128,0,1,14464,14464
-113,-128,1,0,14464,14464
-113,-128,1,1,14464,14464
-113,-128,2,0,14464,14464
-113,-128,2,1,14464,14464
-113,-128,3,0,14464,14464
-113,-128,3,1,14464,14464
-113,-128,4,0,14464,14464
-113,-128,4,1,14464,14464
-113,-128,5,0,14464,14464
-113,-128,5,1,14464,14464
-113,-128,6,0,14464,14464
-113,-128,6,1,14464,14464
-36,-119,0,0,4284,4284
-36,-119,0,1,4284,4284
-36,-119,1,0,4284,4284
-36,-119,1,1,4284,4284
-36,-119,2,0,4284,4284
-36,-119,2,1,4284,4284
-36,-119,3,0,4284,4280
-36,-119,3,1,4284,4288
-36,-119,4,0,4284,4272
-36,-119,4,1,4284,4288
-36,-119,5,0,4284,4256
-36,-119,5,1,4284,4288
-36,-119,6,0,4284,4224
-36,-119,6,1,4284,4288
-32,-26,0,0,832,832
-32,-26,0,1,832,832
-32,-26,1,0,832,832
-32,-26,1,1,832,832
-32,-26,2,0,832,832
-32,-26,2,1,832,832
-32,-26,3,0,832,832
-32,-26,3,1,832,832
-32,-26,4,0,832,832
-32,-26,4,1,832,832
-32,-26,5,0,832,832
-32,-26,5,1,832,832
-32,-26,6,0,832,832
-32,-26,6,1,832,832
24,-103,0,0,-2472,-2472
24,-103,0,1,-2472,-2472
24,-103,1,0,-2472,-2472
24,-103,1,1,-2472,-2472
24,-103,2,0,-2472,-2472
24,-103,2,1,-2472,-2472
24,-103,3,0,-2472,-2472
24,-103,3,1,-2472,-2472
24,-103,4,0,-2472,-2480
24,-103,4,1,-2472,-2464
24,-103,5,0,-2472,-2496
24,-103,5,1,-2472,-2464
24,-103,6,0,-2472,-2496
24,-103,6,1,-2472,-2496
-5,67,0,0,-335,-335
-5,67,0,1,-335,-335
-5,67,1,0,-335,-336
-5,67,1,1,-335,-334
-5,67,2,0,-335,-336
-5,67,2,1,-335,-336
-5,67,3,0,-335,-336
-5,67,3,1,-335,-336
-5,67,4,0,-335,-336
-5,67,4,1,-335,-336
-5,67,5,0,-335,-352
-5,67,5,1,-335,-320
-5,67,6,0,-335,-384
-5,67,6,1,-335,-320
-42,-112,0,0,4704,4704
-42,-112,0,1,4704,4704
-42,-112,1,0,4704,4704
-42,-112,1,1,4704,4704
-42,-112,2,0,4704,4704
-42,-112,2,1,4704,4704
-42,-112,3,0,4704,4704
-42,-112,3,1,4704,4704
-42,-112,4,0,4704,4704
-42,-112,4,1,4704,4704
-42,-112,5,0,4704,4704
-42,-112,5,1,4704,4704
-42,-112,6,0,4704,4672
-42,-112,6,1,4704,4736
-124,32,0,0,-3968,-3968
-124,32,0,1,-3968,-3968
-124,32,1,0,-3968,-3968
-124,32,1,1,-3968,-3968
-124,32,2,0,-3968,-3968
-124,32,2,1,-3968,-3968
-124,32,3,0,-3968,-3968
-124,32,3,1,-3968,-3968
-124,32,4,0,-3968,-3968
-124,32,4,1,-3968,-3968
-124,32,5,0,-3968,-3968
-124,32,5,1,-3968,-3968
-124,32,6,0,-3968,-3968
-124,32,6,1,-3968,-3968
-23,-102,0,0,2346,2346
-23,-102,0,1,2346,2346
-23,-102,1,0,2346,2346
-23,-102,1,1,2346,2346
-23,-102,2,0,2346,2344
-23,-102,2,1,2346,2348
-23,-102,3,0,2346,2344
-23,-102,3,1,2346,2344
-23,-102,4,0,2346,2336
-23,-102,4,1,2346,2352
-23,-102,5,0,2346,2336
-23,-102,5,1,2346,2336
-23,-102,6,0,2346,2304
-23,-102,6,1,2346,2368
-25,116,0,0,-2900,-2900
-25,116,0,1,-2900,-2900
-25,116,1,0,-2900,-2900
-25,116,1,1,-2900,-2900
-25,116,2,0,-2900,-2900
-25,116,2,1,-2900,-2900
-25,116,3,0,-2900,-2904
-25,116,3,1,-2900,-2896
-25,116,4,0,-2900,-2912
-25,116,4,1,-2900,-2896
-25,116,5,0,-2900,-2912
-25,116,5,1,-2900,-2912
-25,116,6,0,-2900,-2944
-25,116,6,1,-2900,-2880
-30,-103,0,0,3090,3090
-30,-103,0,1,3090,3090
-30,-103,1,0,3090,3090
-30,-103,1,1,3090,3090
-30,-103,2,0,3090,3088
-30,-103,2,1,3090,3092
-30,-103,3,0,3090,3088
-30,-103,3,1,3090,3088
-30,-103,4,0,3090,3088
-30,-103,4,1,3090,3088
-30,-103,5,0,3090,3072
-30,-103,5,1,3090,3104
-30,-103,6,0,3090,3072
-30,-103,6,1,3090,3072
75,95,0,0,7125,7125
75,95,0,1,7125,7125
75,95,1,0,7125,7124
75,95,1,1,7125,7126
75,95,2,0,7125,7124
75,95,2,1,7125,7124
75,95,3,0,7125,7120
75,95,3,1,7125,7128
75,95,4,0,7125,7120
75,95,4,1,7125,7120
75,95,5,0,7125,7104
75,95,5,1,7125,7136
75,95,6,0,7125,7104
75,95,6,1,7125,7104
92,-118,0,0,-10856,-10856
92,-118,0,1,-10856,-10856
92,-118,1,0,-10856,-10856
92,-118,1,1,-10856,-10856
92,-118,2,0,-10856,-10856
92,-118,2,1,-10856,-10856
92,-118,3,0,-10856,-10856
92,-118,3,1,-10856,-10856
92,-118,4,0,-10856,-10864
92,-118,4,1,-10856,-10848
92,-118,5,0,-10856,-10880
92,-118,5,1,-10856,-10848
92,-118,6,0,-10856,-10880
92,-118,6,1,-10856,-10880
-101,71,0,0,-7171,-7171
-101,71,0,1,-7171,-7171
-101,71,1,0,-7171,-7172
-101,71,1,1,-7171,-7170
-101,71,2,0,-7171,-7172
-101,71,2,1,-7171,-7172
-101,71,3,0,-7171,-7176
-101,71,3,1,-7171,-7168
-101,71,4,0,-7171,-7184
-101,71,4,1,-7171,-7168
-101,71,5,0,-7171,-7200
-101,71,5,1,-7171,-7168
-101,71,6,0,-7171,-7232
-101,71,6,1,-7171,-7168
81,-11,0,0,-891,-891
81,-11,0,1,-891,-891
81,-11,1,0,-891,-892
81,-11,1,1,-891,-890
81,-11,2,0,-891,-892
81,-11,2,1,-891,-892
81,-11,3,0,-891,-896
81,-11,3,1,-891,-888
81,-11,4,0,-891,-896
81,-11,4,1,-891,-896
81,-11,5,0,-891,-896
81,-11,5,1,-891,-896
81,-11,6,0,-891,-896
81,-11,6,1,-891,-896
-53,-38,0,0,2014,2014
-53,-38,0,1,2014,2014
-53,-38,1,0,2014,2014
-53,-38,1,1,2014,2014
-53,-38,2,0,2014,2012
-53,-38,2,1,2014,2016
-53,-38,3,0,2014,2008
-53,-38,3,1,2014,2016
-53,-38,4,0,2014,2000
-53,-38,4,1,2014,2016
-53,-38,5,0,2014,1984
-53,-38,5,1,2014,2016
-53,-38,6,0,2014,1984
-53,-38,6,1,2014,1984
-28,21,0,0,-588,-588
-28,21,0,1,-588,-588
-28,21,1,0,-588,-588
-28,21,1,1,-588,-588
-28,21,2,0,-588,-588
-28,21,2,1,-588,-588
-28,21,3,0,-588,-592
-28,21,3,1,-588,-584
-28,21,4,0,-588,-592
-28,21,4,1,-588,-592
-28,21,5,0,-588,-608
-28,21,5,1,-588,-576
-28,21,6,0,-588,-640
-28,21,6,1,-588,-576
114,89,0,0,10146,10146
114,89,0,1,10146,10146
114,89,1,0,10146,10146
114,89,1,1,10146,10146
114,89,2,0,10146,10144
114,89,2,1,10146,10148
114,89,3,0,10146,10144
114,89,3,1,10146,10144
114,89,4,0,10146,10144
114,89,4,1,10146,10144
114,89,5,0,10146,10144
114,89,5,1,10146,10144
114,89,6,0,10146,10112
114,89,6,1,10146,10176
-26,104,0,0,-2704,-2704
-26,104,0,1,-2704,-2704
-26,104,1,0,-2704,-2704
-26,104,1,1,-2704,-2704
-26,104,2,0,-2704,-2704
-26,104,2,1,-2704,-2704
-26,104,3,0,-2704,-2704
-26,104,3,1,-2704,-2704
-26,104,4,0,-2704,-2704
-26,104,4,1,-2704,-2704
-26,104,5,0,-2704,-2720
-26,104,5,1,-2704,-2688
-26,104,6,0,-2704,-2752
-26,104,6,1,-2704,-2688
-46,-106,0,0,4876,4876
-46,-106,0,1,4876,4876
-46,-106,1,0,4876,4876
-46,-106,1,1,4876,4876
-46,-106,2,0,4876,4876
-46,-106,2,1,4876,4876
-46,-106,3,0,4876,4872
-46,-106,3,1,4876,4880
-46,-106,4,0,4876,4864
-46,-106,4,1,4876,4880
-46,-106,5,0,4876,4864
-46,-106,5,1,4876,4864
-46,-106,6,0,4876,4864
-46,-106,6,1,4876,4864
14,59,0,0,826,826
14,59,0,1,826,826
14,59,1,0,826,826
14,59,1,1,826,826
14,59,2,0,826,824
14,59,2,1,826,828
14,59,3,0,826,824
14,59,3,1,826,824
14,59,4,0,826,816
14,59,4,1,826,832
14,59,5,0,826,800
14,59,5,1,826,832
14,59,6,0,826,768
14,59,6,1,826,832
31,-31,0,0,-961,-961
31,-31,0,1,-961,-961
31,-31,1,0,-961,-962
31,-31,1,1,-961,-960
31,-31,2,0,-961,-964
31,-31,2,1,-961,-960
31,-31,3,0,-961,-968
31,-31,3,1,-961,-960
31,-31,4,0,-961,-976
31,-31,4,1,-961,-960
31,-31,5,0,-961,-992
31,-31,5,1,-961,-960
31,-31,6,0,-961,-1024
31,-31,6,1,-961,-960
-108,-103,0,0,11124,11124
-108,-103,0,1,11124,11124
-108,-103,1,0,11124,11124
-108,-103,1,1,11124,11124
-108,-103,2,0,11124,11124
-108,-103,2,1,11124,11124
-108,-103,3,0,11124,11120
-108,-103,3,1,11124,11128
-108,-103,4,0,11124,11120
-108,-103,4,1,11124,11120
-108,-103,5,0,11124,11104
-108,-103,5,1,11124,11136
-108,-103,6,0,11124,11072
-108,-103,6,1,11124,11136
-114,8,0,0,-912,-912
-114,8,0,1,-912,-912
-114,8,1,0,-912,-912
-114,8,1,1,-912,-912
-114,8,2,0,-912,-912
-114,8,2,1,-912,-912
-114,8,3,0,-912,-912
-114,8,3,1,-912,-912
-114,8,4,0,-912,-912
-114,8,4,1,-912,-912
-114,8,5,0,-912,-928
-114,8,5,1,-912,-896
-114,8,6,0,-912,-960
-114,8,6,1,-912,-896
-8,-50,0,0,400,400
-8,-50,0,1,400,400
-8,-50,1,0,400,400
-8,-50,1,1,400,400
-8,-50,2,0,400,400
-8,-50,2,1,400,400
-8,-50,3,0,400,400
-8,-50,3,1,400,400
-8,-50,4,0,400,400
-8,-50,4,1,400,400
-8,-50,5,0,400,384
-8,-50,5,1,400,416
-8,-50,6,0,400,384
-8,-50,6,1,400,384
46,-67,0,0,-3082,-3082
46,-67,0,1,-3082,-3082
46,-67,1,0,-3082,-3082
46,-67,1,1,-3082,-3082
46,-67,2,0,-3082,-3084
46,-67,2,1,-3082,-3080
46,-67,3,0,-3082,-3088
46,-67,3,1,-3082,-3080
46,-67,4,0,-3082,-3088
46,-67,4,1,-3082,-3088
46,-67,5,0,-3082,-3104
46,-67,5,1,-3082,-3072
46,-67,6,0,-3082,-3136
46,-67,6,1,-3082,-3072
-88,-72,0,0,6336,6336
-88,-72,0,1,6336,6336
-88,-72,1,0,6336,6336
-88,-72,1,1,6336,6336
-88,-72,2,0,6336,6336
-88,-72,2,1,6336,6336
-88,-72,3,0,6336,6336
-88,-72,3,1,6336,6336
-88,-72,4,0,6336,6336
-88,-72,4,1,6336,6336
-88,-72,5,0,6336,6336
-88,-72,5,1,6336,6336
-88,-72,6,0,6336,6336
-88,-72,6,1,6336,6336
-56,-103,0,0,5768,5768
-56,-103,0,1,5768,5768
-56,-103,1,0,5768,5768
-56,-103,1,1,5768,5768
-56,-103,2,0,5768,5768
-56,-103,2,1,5768,5768
-56,-103,3,0,5768,5768
-56,-103,3,1,5768,5768
-56,-103,4,0,5768,5760
-56,-103,4,1,5768,5776
-56,-103,5,0,5768,5760
-56,-103,5,1,5768,5760
-56,-103,6,0,5768,5760
-56,-103,6,1,5768,5760
-56,116,0,0,-6496,-6496
-56,116,0,1,-6496,-6496
-56,116,1,0,-6496,-6496
-56,116,1,1,-6496,-6496
-56,116,2,0,-6496,-6496
-56,116,2,1,-6496,-6496
-56,116,3,0,-6496,-6496
-56,116,3,1,-6496,-6496
-56,116,4,0,-6496,-6496
-56,116,4,1,-6496,-6496
-56,116,5,0,-6496,-6496
-56,116,5,1,-6496,-6496
-56,116,6,0,-6496,-6528
-56,116,6,1,-6496,-6464
29,10,0,0,290,290
29,10,0,1,290,290
29,10,1,0,290,290
29,10,1,1,290,290
29,10,2,0,290,288
29,10,2,1,290,292
29,10,3,0,290,288
29,10,3,1,290,288
29,10,4,0,290,288
29,10,4,1,290,288
29,10,5,0,290,288
29,10,5,1,290,288
29,10,6,0,290,256
29,10,6,1,290,320
122,-89,0,0,-10858,-10858
122,-89,0,1,-10858,-10858
122,-89,1,0,-10858,-10858
122,-89,1,1,-10858,-10858
122,-89,2,0,-10858,-10860
122,-89,2,1,-10858,-10856
122,-89,3,0,-10858,-10864
122,-89,3,1,-10858,-10856
122,-89,4,0,-10858,-10864
122,-89,4,1,-10858,-10864
122,-89,5,0,-10858,-10880
122,-89,5,1,-10858,-10848
122,-89,6,0,-10858,-10880
122,-89,6,1,-10858,-10880
100,22,0,0,2200,2200
100,22,0,1,2200,2200
100,22,1,0,2200,2200
100,22,1,1,2200,2200
100,22,2,0,2200,2200
100,22,2,1,2200,2200
100,22,3,0,2200,2200
100,22,3,1,2200,2200
100,22,4,0,2200,2192
100,22,4,1,2200,2208
100,22,5,0,2200,2176
100,22,5,1,2200,2208
100,22,6,0,2200,2176
100,22,6,1,2200,2176
39,-76,0,0,-2964,-2964
39,-76,0,1,-2964,-2964
39,-76,1,0,-2964,-2964
39,-76,1,1,-2964,-2964
39,-76,2,0,-2964,-2964
39,-76,2,1,-2964,-2964
39,-76,3,0,-2964,-2968
39,-76,3,1,-2964,-2960
39,-76,4,0,-2964,-2976
39,-76,4,1,-2964,-2960
39,-76,5,0,-2964,-2976
39,-76,5,1,-2964,-2976
39,-76,6,0,-2964,-3008
39,-76,6,1,-2964,-2944
84,-98,0,0,-8232,-8232
84,-98,0,1,-8232,-8232
84,-98,1,0,-8232,-8232
84,-98,1,1,-8232,-8232
84,-98,2,0,-8232,-8232
84,-98,2,1,-8232,-8232
84,-98,3,0,-8232,-8232
84,-98,3,1,-8232,-8232
84,-98,4,0,-8232,-8240
84,-98,4,1,-8232,-8224
84,-98,5,0,-8232,-8256
84,-98,5,1,-8232,-8224
84,-98,6,0,-8232,-8256
84,-98,6,1,-8232,-8256
54,-46,0,0,-2484,-2484
54,-46,0,1,-2484,-2484
54,-46,1,0,-2484,-2484
54,-46,1,1,-2484,-2484
54,-46,2,0,-2484,-2484
54,-46,2,1,-2484,-2484
54,-46,3,0,-2484,-2488
54,-46,3,1,-2484,-2480
54,-46,4,0,-2484,-2496
54,-46,4,1,-2484,-2480
54,-46,5,0,-2484,-2496
54,-46,5,1,-2484,-2496
54,-46,6,0,-2484,-2496
54,-46,6,1,-2484,-2496
-31,-118,0,0,3658,3658
-31,-118,0,1,3658,3658
-31,-118,1,0,3658,3658
-31,-118,1,1,3658,3658
-31,-118,2,0,3658,3656
-31,-118,2,1,3658,3660
-31,-118,3,0,3658,3656
-31,-118,3,1,3658,3656
-31,-118,4,0,3658,3648
-31,-118,4,1,3658,3664
-31,-118,5,0,3658,3648
-31,-118,5,1,3658,3648
-31,-118,6,0,3658,3648
-31,-118,6,1,3658,3648
-124,-93,0,0,11532,11532
-124,-93,0,1,11532,11532
-124,-93,1,0,11532,11532
-124,-93,1,1,11532,11532
-124,-93,2,0,11532,11532
-124,-93,2,1,11532,11532
-124,-93,3,0,11532,11528
-124,-93,3,1,11532,11536
-124,-93,4,0,11532,11520
-124,-93,4,1,11532,11536
-124,-93,5,0,11532,11520
-124,-93,5,1,11532,11520
-124,-93,6,0,11532,11520
-124,-93,6,1,11532,11520
-62,24,0,0,-1488,-1488
-62,24,0,1,-1488,-1488
-62,24,1,0,-1488,-1488
-62,24,1,1,-1488,-1488
-62,24,2,0,-1488,-1488
-62,24,2,1,-1488,-1488
-62,24,3,0,-1488,-1488
-62,24,3,1,-1488,-1488
-62,24,4,0,-1488,-1488
-62,24,4,1,-1488,-1488
-62,24,5,0,-1488,-1504
-62,24,5,1,-1488,-1472
-62,24,6,0,-1488,-1536
-62,24,6,1,-1488,-1472
78,67,0,0,5226,5226
78,67,0,1,5226,5226
78,67,1,0,5226,5226
78,67,1,1,5226,5226
78,67,2,0,5226,5224
78,67,2,1,5226,5228
78,67,3,0,5226,5224
78,67,3,1,5226,5224
78,67,4,0,5226,5216
78,67,4,1,5226,5232
78,67,5,0,5226,5216
78,67,5,1,5226,5216
78,67,6,0,5226,5184
78,67,6,1,5226,5248
55,28,0,0,1540,1540
55,28,0,1,1540,1540
55,28,1,0,1540,1540
55,28,1,1,1540,1540
55,28,2,0,1540,1540
55,28,2,1,1540,1540
55,28,3,0,1540,1536
55,28,3,1,1540,1544
55,28,4,0,1540,1536
55,28,4,1,1540,1536
55,28,5,0,1540,1536
55,28,5,1,1540,1536
55,28,6,0,1540,1536
55,28,6,1,1540,1536
-69,-81,0,0,5589,5589
-69,-81,0,1,5589,5589
-69,-81,1,0,5589,5588
-69,-81,1,1,5589,5590
-69,-81,2,0,5589,5588
-69,-81,2,1,5589,5588
-69,-81,3,0,5589,5584
-69,-81,3,1,5589,5592
-69,-81,4,0,5589,5584
-69,-81,4,1,5589,5584
-69,-81,5,0,5589,5568
-69,-81,5,1,5589,5600
-69,-81,6,0,5589,5568
-69,-81,6,1,5589,5568
-12,-74,0,0,888,888
-12,-74,0,1,888,888
-12,-74,1,0,888,888
-12,-74,1,1,888,888
-12,-74,2,0,888,888
-12,-74,2,1,888,888
-12,-74,3,0,888,888
-12,-74,3,1,888,888
-12,-74,4,0,888,880
-12,-74,4,1,888,896
-12,-74,5,0,888,864
-12,-74,5,1,888,896
-12,-74,6,0,888,832
-12,-74,6,1,888,896
58,26,0,0,1508,1508
58,26,0,1,1508,1508
58,26,1,0,1508,1508
58,26,1,1,1508,1508
58,26,2,0,1508,1508
58,26,2,1,1508,1508
58,26,3,0,1508,1504
58,26,3,1,1508,1512
58,26,4,0,1508,1504
58,26,4,1,1508,1504
58,26,5,0,1508,1504
58,26,5,1,1508,1504
58,26,6,0,1508,1472
58,26,6,1,1508,1536
-47,69,0,0,-3243,-3243
-47,69,0,1,-3243,-3243
-47,69,1,0,-3243,-3244
-47,69,1,1,-3243,-3242
-47,69,2,0,-3243,-3244
-47,69,2,1,-3243,-3244
-47,69,3,0,-3243,-3248
-47,69,3,1,-3243,-3240
-47,69,4,0,-3243,-3248
-47,69,4,1,-3243,-3248
-47,69,5,0,-3243,-3264
-47,69,5,1,-3243,-3232
-47,69,6,0,-3243,-3264
-47,69,6,1,-3243,-3264
-127,36,0,0,-4572,-4572
-127,36,0,1,-4572,-4572
-127,36,1,0,-4572,-4572
-127,36,1,1,-4572,-4572
-127,36,2,0,-4572,-4572
-127,36,2,1,-4572,-4572
-127,36,3,0,-4572,-4576
-127,36,3,1,-4572,-4568
-127,36,4,0,-4572,-4576
-127,36,4,1,-4572,-4576
-127,36,5,0,-4572,-4576
-127,36,5,1,-4572,-4576
-127,36,6,0,-4572,-4608
-127,36,6,1,-4572,-4544
126,2,0,0,252,252
126,2,0,1,252,252
126,2,1,0,252,252
126,2,1,1,252,252
126,2,2,0,252,252
126,2,2,1,252,252
126,2,3,0,252,248
126,2,3,1,252,256
126,2,4,0,252,240
126,2,4,1,252,256
126,2,5,0,252,224
126,2,5,1,252,256
126,2,6,0,252,192
126,2,6,1,252,256
45,121,0,0,5445,5445
45,121,0,1,5445,5445
45,121,1,0,5445,5444
45,121,1,1,5445,5446
45,121,2,0,5445,5444
45,121,2,1,5445,5444
45,121,3,0,5445,5440
45,121,3,1,5445,5448
45,121,4,0,5445,5440
45,121,4,1,5445,5440
45,121,5,0,5445,5440
45,121,5,1,5445,5440
45,121,6,0,5445,5440
45,121,6,1,5445,5440
-52,-125,0,0,6500,6500
-52,-125,0,1,6500,6500
-52,-125,1,0,6500,6500
-52,-125,1,1,6500,6500
-52,-125,2,0,6500,6500
-52,-125,2,1,6500,6500
-52,-125,3,0,6500,6496
-52,-125,3,1,6500,6504
-52,-125,4,0,6500,6496
-52,-125,4,1,6500,6496
-52,-125,5,0,6500,6496
-52,-125,5,1,6500,6496
-52,-125,6,0,6500,6464
-52,-125,6,1,6500,6528
35,99,0,0,3465,3465
35,99,0,1,3465,3465
35,99,1,0,3465,3464
35,99,1,1,3465,3466
35,99,2,0,3465,3464
